No.,Reference,Study ID,Date,Year,Mean - Experiment,Mean - Control,SE - Experiment,SE - Control,Log RR Effect Size,SE Log RR Effect Size,Location,Years,Replication,Type of Response,Experiment Type,Natural,Type of Treatment,Treat Score,Exclosure?,E ,% Change in #,Prey origin,Prey type(s),Pred. origin,Predator type,Prey Gen Time,Pred Max Range,Mult Pred,Predator Diversity,Prey Diversity,Harvested?,Near K?,Prey Mass,Pred Mass,Predator-prey Ratio,Spatial Scale (km2),Temporal Scale (months),Sample Size - Experiment Plots,Sample Size - Control Plots,Sample Size - experimental years,Sample size - control years,K,Other Notes
26,Stewart et al. 1985. Alces.,21,1983,2,121.5,69,NA,NA,0.565807758,NA,"Eastcentral Saskatchewan, Canada",1983-1984,r,abundance,SEC,No,"aerial shooting, ground shooting, trapping, toxicants",4,Open,NA,NA,native,moose,native,black bear,124,150,0,2,3,Yes,NA,454,170,0.374449339,130,24,2,2,2,2,6094.5,
26,Stewart et al. 1985. Alces.,21,1983,1,0.8,0.4,NA,NA,0.693147181,NA,"Eastcentral Saskatchewan, Canada",1983-1984,r,calf-cow ratios,SEC,No,"aerial shooting, ground shooting, trapping, toxicants",4,Open,NA,NA,native,moose,native,black bear,124,150,0,2,3,Yes,NA,454,170,0.374449339,130,24,2,2,2,2,6094.5,
26,Stewart et al. 1985. Alces.,21,1983,2,0.695,0.53,NA,NA,0.271034839,NA,"Eastcentral Saskatchewan, Canada",1983-1984,r,calf-cow ratios,SEC,No,"aerial shooting, ground shooting, trapping, toxicants",4,Open,NA,NA,native,moose,native,black bear,124,150,0,2,3,Yes,NA,454,170,0.374449339,130,24,2,2,2,2,6094.5,
27,Jarnemo & Liberg. 2005. J. Wildl. Manag.,22,1986,1,12.6,23.7,NA,NA,-0.631778234,NA,Southcentral Sweden,1986-1999,u,density,BA,Yes,disease,NA,Open,High,100,native,roe deer,native,red fox,78,10,0,3,2,Yes,No,49.5,6,0.121212121,18,60,1,1,5,8,12018.5,
27,Jarnemo & Liberg. 2005. J. Wildl. Manag.,22,1986,2,17.7,22.7,NA,NA,-0.248800285,NA,Southcentral Sweden,1986-1999,u,density,BA,Yes,disease,NA,Open,High,100,native,roe deer,native,red fox,78,10,0,3,2,Yes,No,49.5,6,0.121212121,18,60,1,1,5,8,12018.5,
27,Jarnemo & Liberg. 2005. J. Wildl. Manag.,22,1986,3,22,23.5,NA,NA,-0.065957968,NA,Southcentral Sweden,1986-1999,u,density,BA,Yes,disease,NA,Open,High,100,native,roe deer,native,red fox,78,10,0,3,2,Yes,No,49.5,6,0.121212121,18,60,1,1,5,8,12018.5,
27,Jarnemo & Liberg. 2005. J. Wildl. Manag.,22,1986,4,24.4,21.3,NA,NA,0.13587606,NA,Southcentral Sweden,1986-1999,u,density,BA,Yes,disease,NA,Open,High,100,native,roe deer,native,red fox,78,10,0,3,2,Yes,No,49.5,6,0.121212121,18,60,1,1,5,8,12018.5,
27,Jarnemo & Liberg. 2005. J. Wildl. Manag.,22,1986,5,23.1,20,NA,NA,0.144100344,NA,Southcentral Sweden,1986-1999,u,density,BA,Yes,disease,NA,Open,High,100,native,roe deer,native,red fox,78,10,0,3,2,Yes,No,49.5,6,0.121212121,18,60,1,1,5,8,12018.5,
27,Jarnemo & Liberg. 2005. J. Wildl. Manag.,22,1986,1,0.818181818,0.4,NA,NA,0.715620036,NA,Southcentral Sweden,1986-1999,u,density,BA,Yes,disease,NA,Open,High,100,native,roe deer,native,red fox,78,10,0,3,2,Yes,No,49.5,6,0.121212121,18,60,1,1,5,8,12018.5,
27,Jarnemo & Liberg. 2005. J. Wildl. Manag.,22,1986,2,1,0.157894737,NA,NA,1.84582669,NA,Southcentral Sweden,1986-1999,u,density,BA,Yes,disease,NA,Open,High,100,native,roe deer,native,red fox,78,10,0,3,2,Yes,No,49.5,6,0.121212121,18,60,1,1,5,8,12018.5,
27,Jarnemo & Liberg. 2005. J. Wildl. Manag.,22,1986,3,0.941176471,0.1,NA,NA,2.241960471,NA,Southcentral Sweden,1986-1999,u,density,BA,Yes,disease,NA,Open,High,100,native,roe deer,native,red fox,78,10,0,3,2,Yes,No,49.5,6,0.121212121,18,60,1,1,5,8,12018.5,
27,Jarnemo & Liberg. 2005. J. Wildl. Manag.,22,1986,4,0.75,0.0625,NA,NA,2.48490665,NA,Southcentral Sweden,1986-1999,u,density,BA,Yes,disease,NA,Open,High,100,native,roe deer,native,red fox,78,10,0,3,2,Yes,No,49.5,6,0.121212121,18,60,1,1,5,8,12018.5,
27,Jarnemo & Liberg. 2005. J. Wildl. Manag.,22,1986,5,0.416666667,0.368421053,NA,NA,0.123060093,NA,Southcentral Sweden,1986-1999,u,density,BA,Yes,disease,NA,Open,High,100,native,roe deer,native,red fox,78,10,0,3,2,Yes,No,49.5,6,0.121212121,18,60,1,1,5,8,12018.5,
28,Ford et al. 2015. Ecol.,23,2000,1,147.321,142.857,34.16581633,25.05459184,0.03076975,0.407296413,Central Kenya,2000-2014,u,density,BA,Yes,"trapping, disease, retaliatory killing",2,Open,High,250,native,dik-dik,native,African wild dog,64,400,0,3,9,No,NA,4.5,22,4.888888889,12000,168,1,1,6,10,8633,
28,Ford et al. 2015. Ecol.,23,2000,2,134.487,106.027,33.88061224,14.52040816,0.237773761,0.388874912,Central Kenya,2000-2014,u,density,BA,Yes,"trapping, disease, retaliatory killing",2,Open,High,250,native,dik-dik,native,African wild dog,64,400,0,3,9,No,NA,4.5,22,4.888888889,12000,168,1,1,6,10,8633,
28,Ford et al. 2015. Ecol.,23,2000,3,154.576,104.911,31.60306122,13.95102041,0.387573513,0.337429564,Central Kenya,2000-2014,u,density,BA,Yes,"trapping, disease, retaliatory killing",2,Open,High,250,native,dik-dik,native,African wild dog,64,400,0,3,9,No,NA,4.5,22,4.888888889,12000,168,1,1,6,10,8633,
28,Ford et al. 2015. Ecol.,23,2000,4,137.835,82.589,20.78418367,11.95765306,0.512180818,0.295575376,Central Kenya,2000-2014,u,density,BA,Yes,"trapping, disease, retaliatory killing",2,Open,High,250,native,dik-dik,native,African wild dog,64,400,0,3,9,No,NA,4.5,22,4.888888889,12000,168,1,1,6,10,8633,
28,Ford et al. 2015. Ecol.,23,2000,5,140.067,82.031,14.52040816,13.09642857,0.535023655,0.263319776,Central Kenya,2000-2014,u,density,BA,Yes,"trapping, disease, retaliatory killing",2,Open,High,250,native,dik-dik,native,African wild dog,64,400,0,3,9,No,NA,4.5,22,4.888888889,12000,168,1,1,6,10,8633,
28,Ford et al. 2015. Ecol.,23,2000,6,159.598,90.402,16.51326531,11.95816327,0.568391763,0.235745512,Central Kenya,2000-2014,u,density,BA,Yes,"trapping, disease, retaliatory killing",2,Open,High,250,native,dik-dik,native,African wild dog,64,400,0,3,9,No,NA,4.5,22,4.888888889,12000,168,1,1,6,10,8633,
29,Conner et al. 2016. J. Wildl. Manag.,24,2011,1,0.19,0.09,0.04,0.04,0.747214402,0.65497076,"Southwestern Georgia, USA",2011-2012,r,calf-cow ratios,SEC,No,exclosure experiments,NA,Closed,High,NA,native,white-tailed deer,introduced,coyote,90,100,0,3,1,Yes,No,57,13.8,0.242105263,0.4,24,4,4,2,2,20108.5,did not report raw data - maybe contact?
30,Smith & LeCount. 1979. J. Wildl. Manag.,25,1970,1,0.33,0.25,NA,NA,0.277631737,NA,"Central Arizona, USA",1970-1977,u,calf-cow ratios,SEC,No,exclosure experiments,NA,Closed,High,NA,native,mule deer,native,"black bear, mountain lion, coyote, bobcat",90,1000,1,4,3,No,No,96.4,64.3,0.667012448,2.44,84,1,1,7,7,3566,
30,Smith & LeCount. 1979. J. Wildl. Manag.,25,1970,2,1.17,0.4,NA,NA,1.073294481,NA,"Central Arizona, USA",1970-1977,u,calf-cow ratios,SEC,No,exclosure experiments,NA,Closed,High,NA,native,mule deer,native,"black bear, mountain lion, coyote, bobcat",90,1000,1,4,3,No,No,96.4,64.3,0.667012448,2.44,84,1,1,7,7,3566,
30,Smith & LeCount. 1979. J. Wildl. Manag.,25,1970,3,0.82,0.7,NA,NA,0.158224005,NA,"Central Arizona, USA",1970-1977,u,calf-cow ratios,SEC,No,exclosure experiments,NA,Closed,High,NA,native,mule deer,native,"black bear, mountain lion, coyote, bobcat",90,1000,1,4,3,No,No,96.4,64.3,0.667012448,2.44,84,1,1,7,7,3566,
30,Smith & LeCount. 1979. J. Wildl. Manag.,25,1970,4,1.11,0.59,NA,NA,0.631992757,NA,"Central Arizona, USA",1970-1977,u,calf-cow ratios,SEC,No,exclosure experiments,NA,Closed,High,NA,native,mule deer,native,"black bear, mountain lion, coyote, bobcat",90,1000,1,4,3,No,No,96.4,64.3,0.667012448,2.44,84,1,1,7,7,3566,
30,Smith & LeCount. 1979. J. Wildl. Manag.,25,1970,5,0.86,0.67,NA,NA,0.249654677,NA,"Central Arizona, USA",1970-1977,u,calf-cow ratios,SEC,No,exclosure experiments,NA,Closed,High,NA,native,mule deer,native,"black bear, mountain lion, coyote, bobcat",90,1000,1,4,3,No,No,96.4,64.3,0.667012448,2.44,84,1,1,7,7,3566,
30,Smith & LeCount. 1979. J. Wildl. Manag.,25,1970,6,0.52,0.36,NA,NA,0.36772478,NA,"Central Arizona, USA",1970-1977,u,calf-cow ratios,SEC,No,exclosure experiments,NA,Closed,High,NA,native,mule deer,native,"black bear, mountain lion, coyote, bobcat",90,1000,1,4,3,No,No,96.4,64.3,0.667012448,2.44,84,1,1,7,7,3566,
30,Smith & LeCount. 1979. J. Wildl. Manag.,25,1970,7,0.13,0.33,NA,NA,-0.931558204,NA,"Central Arizona, USA",1970-1977,u,calf-cow ratios,SEC,No,exclosure experiments,NA,Closed,High,NA,native,mule deer,native,"black bear, mountain lion, coyote, bobcat",90,1000,1,4,3,No,No,96.4,64.3,0.667012448,2.44,84,1,1,7,7,3566,
31,Keech et al. 2011. J. Wildl. Manag.,26,2001,1,688.6,525,62.44897959,37.24489796,0.271262288,0.161632439,"Western Interior Alaska, USA",2001-2007,u,density,BA,No,"translocations, aerial shooting",3,Open,High,50.66666667,native,moose,native,"black bear, grizzly bear, wolf",124,6200,1,3,2,No,No,454,141.3333333,0.311306902,8314,60,1,1,5,1,3533.5,"collapsed ALL over 5 exps, 1 control"
31,Keech et al. 2011. J. Wildl. Manag.,26,2001,1,0.46,0.3,0.030612245,0.043367347,0.427444015,0.211106182,"Western Interior Alaska, USA",2001-2007,u,calf survival,BA,No,"translocations, aerial shooting",3,Open,High,50.66666667,native,moose,native,"black bear, grizzly bear, wolf",124,6200,1,3,2,No,No,454,141.3333333,0.311306902,8314,60,1,1,5,1,3533.5,
31,Keech et al. 2011. J. Wildl. Manag.,26,2001,1,0.568,0.34,0.074489796,0.035714286,0.513175801,0.236186024,"Western Interior Alaska, USA",2001-2007,u,calf-cow ratios,BA,No,"translocations, aerial shooting",3,Open,High,50.66666667,native,moose,native,"black bear, grizzly bear, wolf",124,6200,1,3,2,No,No,454,141.3333333,0.311306902,8314,60,1,1,5,1,3533.5,
32,"Yarkovich, Clark, & Murrow. 2011. J. Wildl. Manag.",27,2001,1,0.688,0.592,0.078,0.134,0.150282203,0.339723444,"North Carolina, USA",2001-2008,u,calf survival,BA,No,transloacations,1,Open,Low,NA,re-introduced,elk,native,black bear,170,150,0,3,1,No,No,279,170,0.609318996,2072,36,1,1,3,5,16188,collapsed over time
32,"Yarkovich, Clark, & Murrow. 2011. J. Wildl. Manag.",27,2001,1,0.924,0.823,0.085333333,0.079333333,0.115755871,0.188747394,"North Carolina, USA",2001-2008,u,adult survival,BA,No,transloacations,1,Open,Low,NA,re-introduced,elk,native,black bear,170,150,0,3,1,No,No,279,170,0.609318996,2072,36,1,1,3,5,16188,
32,"Yarkovich, Clark, & Murrow. 2011. J. Wildl. Manag.",27,2001,1,0.60425,0.424,0.09225,0.12725,0.354254564,0.452786522,"North Carolina, USA",2001-2008,u,recruitment,BA,No,transloacations,1,Open,Low,NA,re-introduced,elk,native,black bear,170,150,0,3,1,No,No,279,170,0.609318996,2072,36,1,1,3,5,16188,
33,Stout. 1982. Wildl. Soc. Bull.,28,1977,1,0.959111111,0.410333333,NA,NA,0.849037092,NA,"Southern Oklahoma, USA",1977-1980,u,calf-cow ratios,BA,No,"aerial shooting, trapping, ground shooting",3,Open,High,NA,native,white-tailed deer,native,coyote,90,100,0,3,2,Yes,NA,57,13.8,0.242105263,123,36,3,3,3,2,6676,"3 BA experiments combined, no true control like in BACIs; unequal numbers so combined"
34,Gasaway et al. 1992. Wildl. Monogr.,29,1981,1,22.5,21.6,NA,NA,0.040821995,NA,"Eastcentral Alaska, USA-Western Yukon, Canada",1981-1983,u,density,BA,No,"aerial shooting, trapping, ground shooting, harvest",3,Open,Low,NA,native,moose,native,wolf,124,6200,0,3,2,Yes,No,454,52,0.114537445,9700,36,1,1,3,3,4399,
34,Gasaway et al. 1992. Wildl. Monogr.,29,1981,2,26.5,19.6,NA,NA,0.301615167,NA,"Eastcentral Alaska, USA-Western Yukon, Canada",1981-1983,u,density,BA,No,"aerial shooting, trapping, ground shooting, harvest",3,Open,Low,NA,native,moose,native,wolf,124,6200,0,3,2,Yes,No,454,52,0.114537445,9700,36,1,1,3,3,4399,
34,Gasaway et al. 1992. Wildl. Monogr.,29,1981,3,28.4,19.6,NA,NA,0.370859579,NA,"Eastcentral Alaska, USA-Western Yukon, Canada",1981-1983,u,density,BA,No,"aerial shooting, trapping, ground shooting, harvest",3,Open,Low,NA,native,moose,native,wolf,124,6200,0,3,2,Yes,No,454,52,0.114537445,9700,36,1,1,3,3,4399,
34,Gasaway et al. 1992. Wildl. Monogr.,29,1981,1,0.24,0.2,NA,NA,0.182321557,NA,"Eastcentral Alaska, USA-Western Yukon, Canada",1981-1983,u,calf-cow ratios,BA,No,"aerial shooting, trapping, ground shooting, harvest",3,Open,Low,NA,native,moose,native,wolf,124,6200,0,3,2,Yes,No,454,52,0.114537445,9700,36,1,1,3,3,4399,
34,Gasaway et al. 1992. Wildl. Monogr.,29,1981,2,0.17,0.22,NA,NA,-0.257829109,NA,"Eastcentral Alaska, USA-Western Yukon, Canada",1981-1983,u,calf-cow ratios,BA,No,"aerial shooting, trapping, ground shooting, harvest",3,Open,Low,NA,native,moose,native,wolf,124,6200,0,3,2,Yes,No,454,52,0.114537445,9700,36,1,1,3,3,4399,
34,Gasaway et al. 1992. Wildl. Monogr.,29,1981,3,0.13,0.24,NA,NA,-0.613104473,NA,"Eastcentral Alaska, USA-Western Yukon, Canada",1981-1983,u,calf-cow ratios,BA,No,"aerial shooting, trapping, ground shooting, harvest",3,Open,Low,NA,native,moose,native,wolf,124,6200,0,3,2,Yes,No,454,52,0.114537445,9700,36,1,1,3,3,4399,
34,Gasaway et al. 1992. Wildl. Monogr.,29,1981,1,0.17,0.12,NA,NA,0.348306694,NA,"Eastcentral Alaska, USA-Western Yukon, Canada",1981-1983,u,recruitment,BA,No,"aerial shooting, trapping, ground shooting, harvest",3,Open,Low,NA,native,moose,native,wolf,124,6200,0,3,2,Yes,No,454,52,0.114537445,9700,36,1,1,3,3,4399,
34,Gasaway et al. 1992. Wildl. Monogr.,29,1981,2,0.09,0.16,NA,NA,-0.575364145,NA,"Eastcentral Alaska, USA-Western Yukon, Canada",1981-1983,u,recruitment,BA,No,"aerial shooting, trapping, ground shooting, harvest",3,Open,Low,NA,native,moose,native,wolf,124,6200,0,3,2,Yes,No,454,52,0.114537445,9700,36,1,1,3,3,4399,
34,Gasaway et al. 1992. Wildl. Monogr.,29,1981,3,0.13,0.17,NA,NA,-0.268263987,NA,"Eastcentral Alaska, USA-Western Yukon, Canada",1981-1983,u,recruitment,BA,No,"aerial shooting, trapping, ground shooting, harvest",3,Open,Low,NA,native,moose,native,wolf,124,6200,0,3,2,Yes,No,454,52,0.114537445,9700,36,1,1,3,3,4399,
35,Evans et al. 2006. J. Wildl. Manag.,30,1966,1,16931,11683,NA,NA,0.371011467,NA,"Yellowstone, WY-MT, USA",1966-2004,u,abundance,BA,Yes,restoration,NA,Open,High,1000,native,elk,re-introduced,wolf,170,6200,0,6,8,Yes,NA,279,52,0.186379928,1500,84,1,1,7,7,4705,
35,Evans et al. 2006. J. Wildl. Manag.,30,1966,2,18812,11683,NA,NA,0.47636017,NA,"Yellowstone, WY-MT, USA",1966-2004,u,abundance,BA,Yes,restoration,NA,Open,High,1000,native,elk,re-introduced,wolf,170,6200,0,6,8,Yes,NA,279,52,0.186379928,1500,84,1,1,7,7,4705,
35,Evans et al. 2006. J. Wildl. Manag.,30,1966,3,14752,14356,NA,NA,0.027210694,NA,"Yellowstone, WY-MT, USA",1966-2004,u,abundance,BA,Yes,restoration,NA,Open,High,1000,native,elk,re-introduced,wolf,170,6200,0,6,8,Yes,NA,279,52,0.186379928,1500,84,1,1,7,7,4705,
35,Evans et al. 2006. J. Wildl. Manag.,30,1966,4,12871,13267,NA,NA,-0.03030303,NA,"Yellowstone, WY-MT, USA",1966-2004,u,abundance,BA,Yes,restoration,NA,Open,High,1000,native,elk,re-introduced,wolf,170,6200,0,6,8,Yes,NA,279,52,0.186379928,1500,84,1,1,7,7,4705,
35,Evans et al. 2006. J. Wildl. Manag.,30,1966,5,17525,11881,NA,NA,0.388687947,NA,"Yellowstone, WY-MT, USA",1966-2004,u,abundance,BA,Yes,restoration,NA,Open,High,1000,native,elk,re-introduced,wolf,170,6200,0,6,8,Yes,NA,279,52,0.186379928,1500,84,1,1,7,7,4705,
35,Evans et al. 2006. J. Wildl. Manag.,30,1966,6,18911,9109,NA,NA,0.730480828,NA,"Yellowstone, WY-MT, USA",1966-2004,u,abundance,BA,Yes,restoration,NA,Open,High,1000,native,elk,re-introduced,wolf,170,6200,0,6,8,Yes,NA,279,52,0.186379928,1500,84,1,1,7,7,4705,
35,Evans et al. 2006. J. Wildl. Manag.,30,1966,7,16733,8317,NA,NA,0.699081205,NA,"Yellowstone, WY-MT, USA",1966-2004,u,abundance,BA,Yes,restoration,NA,Open,High,1000,native,elk,re-introduced,wolf,170,6200,0,6,8,Yes,NA,279,52,0.186379928,1500,84,1,1,7,7,4705,
35,Evans et al. 2006. J. Wildl. Manag.,30,1966,1,0.3,0.21,NA,NA,0.356674944,NA,"Yellowstone, WY-MT, USA",1966-2004,u,calf-cow ratios,BA,Yes,restoration,NA,Open,High,1000,native,elk,re-introduced,wolf,170,6200,0,6,8,Yes,NA,279,52,0.186379928,1500,84,1,1,7,7,4705,
35,Evans et al. 2006. J. Wildl. Manag.,30,1966,2,0.22,0.33,NA,NA,-0.405465108,NA,"Yellowstone, WY-MT, USA",1966-2004,u,calf-cow ratios,BA,Yes,restoration,NA,Open,High,1000,native,elk,re-introduced,wolf,170,6200,0,6,8,Yes,NA,279,52,0.186379928,1500,84,1,1,7,7,4705,
35,Evans et al. 2006. J. Wildl. Manag.,30,1966,3,0.23,0.22,NA,NA,0.044451763,NA,"Yellowstone, WY-MT, USA",1966-2004,u,calf-cow ratios,BA,Yes,restoration,NA,Open,High,1000,native,elk,re-introduced,wolf,170,6200,0,6,8,Yes,NA,279,52,0.186379928,1500,84,1,1,7,7,4705,
35,Evans et al. 2006. J. Wildl. Manag.,30,1966,4,0.06,0.29,NA,NA,-1.575536361,NA,"Yellowstone, WY-MT, USA",1966-2004,u,calf-cow ratios,BA,Yes,restoration,NA,Open,High,1000,native,elk,re-introduced,wolf,170,6200,0,6,8,Yes,NA,279,52,0.186379928,1500,84,1,1,7,7,4705,
